InternalNumber,UniqueID,Name,URLLink,Team,Country,AgeDate,Age,Weight,Height,PosC,PosLW,PosRW,PosD,Contract,Rookie,PProtected,NoApplyRerate,AvailableforTrade,NoTrade,CanPlayPro,CanPlayFarm,ForceWaiver,ExcludeFromSalaryCap,ProSalaryInFarm,StarPower,SalaryAverage,Salary1,Salary2,Salary3,Salary4,Salary5,Salary6,Salary7,Salary8,Salary9,Salary10,Injury,NumberOfInjury,Condition,Suspension,NHLID,DraftYear,DraftOverallPick,DraftOriginalTeam,Empty5,Jersey,Status1,Status2,Status3,Status4,Status5,Status6,Status7,Status8,Status9,Status10,CK,FG,DI,SK,ST,EN,DU,PH,FO,PA,SC,DF,PS,EX,LD,PO,MO,Overall,ProGP,ProShots,ProG,ProA,ProPoint,ProPlusMinus,ProPim,Pro5Pim,ProShotsBlock,ProOwnShotsBlock,ProOwnShotsMissGoal,ProHits,ProHitsTook,ProGW,ProGT,ProFaceOffWon,ProFaceOffTotal,ProPenalityShotsScore,ProPenalityShotsTotal,ProEmptyNetGoal,ProSecondPlay,ProHatTrick,ProPPG,ProPPA,ProPPShots,ProPPSecondPlay,ProPKG,ProPKA,ProPKShots,ProPKSecondPlay,ProGiveAway,ProTakeAway,ProPuckPossesionTime,ProFightW,ProFightL,ProFightT,ProStar(1),ProStar(2),ProStar(3),ProStarPower7Days,ProStarPower30Days,ProStarPowerYear,FarmGP,FarmShots,FarmG,FarmA,FarmPoint,FarmPlusMinus,FarmPim,Farm5Pim,FarmShotsBlock,FarmOwnShotsBlock,FarmOwnShotsMissGoal,FarmHits,FarmHitsTook,FarmGW,FarmGT,FarmFaceOffWon,FarmFaceOffTotal,FarmPenalityShotsScore,FarmPenalityShotsTotal,FarmEmptyNetGoal,FarmSecondPlay,FarmHatTrick,FarmPPG,FarmPPA,FarmPPShots,FarmPPSecondPlay,FarmPKG,FarmPKA,FarmPKShots,FarmPKSecondPlay,FarmGiveAway,FarmTakeAway,FarmPuckPossesionTime,FarmFightW,FarmFightL,FarmFightT,FarmStar(1),FarmStar(2),FarmStar(3),GameInRowWithAGoal,GameInRowWithAPoint,GameInRowWithOutAGoal,GameInRowWithOutAPoint,FarmStarPower7Days,FarmStarPower30Days,FarmStarPowerYear,Empty6
2715,2896,Cole Bardreau,http://www.tsn.ca/nhl/player-bio/cole-bardreau,21,USA,1993-07-22,27,185,70,True,False,True,False,1,False,False,False,False,False,True,True,False,False,False,0,525000,700000,0,0,0,0,0,0,0,0,0,,0,100,0,8478367,0,0,0,,0,3,2,2,2,2,2,2,2,2,2,86,45,82,63,66,52,62,54,59,60,59,68,25,55,55,63,50,58,11,6,1,0,1,0,4,0,0,2,1,7,3,1,0,1,4,0,0,0,4762,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0,0,0,0,20,285,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,
2716,2897,Collin Bowman,http://www.eliteprospects.com/player.php?player=30441,0,USA,1991-07-01,29,216,75,False,False,False,True,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,78,80,72,62,80,36,35,40,25,48,35,59,33,44,44,1,50,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2717,2898,Colton Parayko,http://www.tsn.ca/nhl/player-bio/colton-parayko,19,AB,1993-05-12,27,230,78,False,False,False,True,1,False,False,False,False,False,True,True,False,False,False,0,5300000,5300000,0,0,0,0,0,0,0,0,0,,0,100,0,8476892,0,0,0,,0,3,3,3,3,3,3,3,3,3,3,79,46,91,87,88,86,89,65,25,62,60,85,45,68,71,72,50,74,12,22,1,5,6,-3,10,0,14,7,12,16,8,1,0,0,0,0,0,0,16149,0,0,2,13,2591,0,0,0,1656,0,0,1758,0,0,0,1,0,0,0,675,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,
2719,2900,Connor Brown,http://www.tsn.ca/nhl/player-bio/connor-brown,19,ONT,1994-01-14,26,185,72,False,True,True,False,1,False,False,False,False,False,True,True,False,False,False,0,2100000,2100000,0,0,0,0,0,0,0,0,0,,0,100,0,8477015,0,0,0,,0,3,2,2,2,2,2,2,2,2,2,65,42,89,78,68,84,94,73,40,79,74,89,25,66,67,78,50,72,12,35,2,2,4,-1,8,0,3,4,11,5,14,0,0,2,10,0,0,0,9926,0,0,0,0,0,0,0,0,0,0,0,1246,0,0,0,0,0,1,70,265,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,
2720,2901,Connor Crisp,http://www.tsn.ca/nhl/player-bio/connor-crisp,0,ONT,1994-07-01,26,226,75,False,True,False,False,0,True,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,66,83,25,62,83,45,48,34,59,35,35,50,33,44,44,1,50,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2722,2903,Conor Sheary,http://www.tsn.ca/nhl/player-bio/conor-sheary,11,USA,1992-06-08,28,175,68,False,True,False,False,1,False,False,False,False,False,True,True,False,False,False,0,1350000,1350000,0,0,0,0,0,0,0,0,0,,0,100,0,8477839,0,0,0,,0,3,2,2,2,2,2,2,2,2,2,63,41,94,84,61,64,88,66,31,66,70,61,63,66,68,69,50,65,11,8,0,0,0,-1,0,0,0,2,9,1,3,0,0,0,4,0,0,0,6511,0,0,0,0,0,0,0,0,0,0,0,394,0,0,0,0,0,0,10,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,
2723,2904,Cory Kane,http://www.eliteprospects.com/player.php?player=38016,0,USA,1990-07-01,30,201,73,True,True,False,False,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,82,74,99,62,74,59,64,37,56,38,40,60,38,44,44,1,50,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2724,2905,Dan O'Donoghue,http://www.tsn.ca/nhl/player-bio/dan-odonoghue,0,USA,1991-07-01,29,200,77,True,True,False,False,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,84,78,99,64,78,43,44,39,59,39,43,62,41,44,44,1,50,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2725,2906,Dane Walters,http://www.eliteprospects.com/player.php?player=37745,0,USA,1989-07-01,31,198,72,False,False,True,False,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,79,71,99,64,71,46,48,36,54,37,38,58,36,44,44,1,50,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2726,2907,Daniel Carr,http://www.tsn.ca/nhl/player-bio/daniel-carr,19,AB,1991-11-01,29,193,72,False,True,True,False,3,False,False,False,False,False,True,True,False,False,False,0,750000,750000,750000,750000,0,0,0,0,0,0,0,,0,100,0,8477901,0,0,0,,0,2,2,2,2,2,2,2,2,2,2,73,43,88,78,70,56,75,53,25,50,59,57,75,59,59,61,50,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2727,2908,Daniel Ciampini,https://www.eliteprospects.com/player/76675/daniel-ciampini,0,ONT,1990-11-25,29,185,71,False,True,True,False,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,76,67,96,63,67,58,61,49,50,45,46,64,44,53,53,55,50,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2729,2910,Dennis Robertson,http://www.tsn.ca/nhl/player-bio/dennis-robertson-51298,17,BC,1991-05-24,29,215,73,False,False,False,True,3,False,False,False,False,False,True,True,False,False,False,0,750000,750000,750000,750000,0,0,0,0,0,0,0,,0,100,0,,0,0,0,,0,2,2,2,2,2,2,2,2,2,2,79,78,81,62,78,60,64,46,25,32,43,64,41,52,52,52,50,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2730,2911,Derek Hulak,https://www.eliteprospects.com/player/13821/derek-hulak,0,SKW,1989-09-02,31,185,72,False,True,False,False,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,8475505,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,73,68,83,51,68,51,53,48,50,42,48,60,46,44,44,53,50,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2731,2912,Devin Shore,http://www.tsn.ca/nhl/player-bio/devin-shore,0,ONT,1994-07-19,26,205,73,True,True,False,False,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,8476913,0,0,0,,0,2,2,2,2,2,2,2,2,2,2,77,44,93,79,75,59,78,60,49,63,60,61,25,65,65,65,50,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2732,2913,Dillon Fournier,,0,CAN,1994-07-01,26,187,74,False,False,False,True,0,True,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,51,35,75,62,72,45,40,45,30,40,40,51,47,54,42,95,50,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2733,2914,Dillon Simpson,http://www.tsn.ca/nhl/player-bio/dillon-simpson,22,AB,1993-02-09,27,194,74,False,False,False,True,1,False,False,False,False,False,True,True,False,False,False,0,750000,750000,0,0,0,0,0,0,0,0,0,,0,100,0,8476416,0,0,0,,0,1,1,1,1,1,1,1,1,1,1,77,72,89,66,72,79,86,53,25,41,49,65,47,53,53,59,50,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,53,8,31,39,19,10,0,19,15,33,37,8,1,0,0,0,0,0,0,13840,0,4,4,28,1741,0,0,0,779,0,0,3568,0,0,0,1,3,1,0,0,3,1,0,6785,6785,
2734,2915,Domenic Monardo,http://www.eliteprospects.com/player.php?player=37741,0,ONT,1988-10-06,32,190,71,False,False,True,False,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,74,69,84,64,69,50,50,51,50,54,44,61,42,44,44,54,50,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2735,2916,Dustin Stevenson,http://www.tsn.ca/nhl/player-bio/dustin-stevenson,0,SKW,1989-08-11,31,215,75,False,False,False,True,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,69,80,44,60,80,62,67,44,25,43,40,57,38,44,44,48,50,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2736,2917,Dylan Blujus,http://www.tsn.ca/nhl/player-bio/dylan-blujus,0,USA,1994-01-22,26,203,75,False,False,False,True,0,False,False,False,False,False,True,True,False,False,False,0,925000,0,0,0,0,0,0,0,0,0,0,,0,100,0,8476860,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,77,76,79,61,76,56,59,48,25,37,43,64,41,52,52,53,50,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2737,2918,Eric Faille,http://www.eliteprospects.com/player.php?player=32891,0,QUE,1989-07-27,31,179,72,False,False,True,False,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,75,65,99,62,65,42,40,50,50,48,47,61,45,44,44,54,50,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2738,2919,Eric Robinson,https://www.tsn.ca/nhl/player-bio/eric-robinson-309084,12,USA,1995-06-14,25,201,74,False,True,True,False,2,False,False,False,False,False,True,True,False,False,False,0,975000,975000,975000,0,0,0,0,0,0,0,0,,0,100,0,8480762,0,0,0,,0,1,1,1,1,1,1,1,1,1,1,81,45,91,62,75,57,78,64,35,60,66,59,25,51,51,65,50,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,46,4,8,12,16,14,0,2,12,36,9,10,2,0,12,18,0,0,0,13043,0,0,0,1,416,0,1,0,726,0,0,1845,0,0,0,0,1,1,2,4,0,0,480,3365,3365,
2739,2920,Erik Burgdoerfer,https://www.tsn.ca/nhl/player-bio/erik-burgdoerfer,22,USA,1988-12-11,31,207,73,False,False,False,True,1,False,False,False,False,True,True,True,False,False,False,0,750000,750000,0,0,0,0,0,0,0,0,0,,0,100,0,8475982,0,0,0,,0,2,2,2,2,2,2,2,2,2,2,73,75,68,61,75,71,78,46,25,36,40,61,38,52,52,51,50,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2740,2921,Felix Girard,http://www.tsn.ca/nhl/player-bio/felix-girard,0,QUE,1994-05-09,26,197,70,True,False,False,False,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,68,69,66,67,69,81,89,50,63,48,46,59,44,51,51,54,50,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2741,2922,Frankie Simonelli,https://www.tsn.ca/nhl/player-bio/frankie-simonelli/,0,USA,1992-10-29,28,190,71,False,False,False,True,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,79,71,99,65,71,51,51,54,25,35,58,64,55,44,44,60,50,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2742,2923,Frederick Gaudreau,https://www.tsn.ca/nhl/player-bio/frederick-gaudreau,9,QUE,1993-05-01,27,179,72,True,False,True,False,3,False,False,False,False,False,True,True,False,False,False,0,750000,750000,750000,750000,0,0,0,0,0,0,0,,0,100,0,8477919,0,0,0,,0,1,1,1,1,1,1,1,1,1,1,74,65,95,64,65,65,66,64,80,60,62,68,59,58,58,65,50,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,45,9,11,20,25,0,0,1,12,35,9,16,2,0,115,134,0,0,0,12303,0,1,0,2,342,0,0,1,541,0,0,2217,0,0,0,2,1,1,0,8,2,0,270,5945,5945,
2743,2924,Gabriel Desjardins,,0,CAN,1992-07-01,28,212,72,False,True,False,False,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,47,35,80,71,72,45,40,46,30,43,41,50,49,58,55,79,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2744,2925,Garnet Hathaway,http://www.tsn.ca/nhl/player-bio/garnet-hathaway,26,USA,1991-11-23,28,208,74,False,True,True,False,2,False,False,False,False,True,True,True,False,False,False,0,850000,850000,850000,0,0,0,0,0,0,0,0,,0,100,0,8477903,0,0,0,,0,3,3,3,3,3,3,3,3,3,3,94,93,67,68,79,57,88,61,35,60,66,75,25,64,65,69,50,64,10,3,0,0,0,2,4,0,0,7,5,5,2,0,0,0,3,0,0,0,3748,0,0,0,0,0,0,0,0,78,0,0,174,0,0,0,0,0,0,80,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,
2745,2926,Garrett Noonan,http://www.eliteprospects.com/player.php?player=48219,0,USA,1991-01-28,29,205,72,False,False,False,True,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,74,74,74,63,74,61,66,45,25,36,39,59,37,44,44,50,50,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2746,2927,Garrett Thompson,http://www.eliteprospects.com/player.php?player=60881,0,USA,1990-07-01,30,205,75,False,True,False,False,0,False,False,False,False,False,True,True,False,False,False,0,575000,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,84,77,99,62,77,44,43,47,65,53,44,65,42,44,44,1,50,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2747,2928,Gemel Smith,http://www.tsn.ca/nhl/player-bio/gemel-smith,18,ONT,1994-04-16,26,190,70,True,True,True,False,2,False,False,False,False,False,True,True,False,False,False,0,900000,900000,900000,0,0,0,0,0,0,0,0,,0,100,0,8476966,0,0,0,,0,1,1,1,1,1,1,1,1,1,1,69,68,72,72,68,74,76,67,80,59,68,65,65,56,56,67,50,64,1,1,0,0,0,-1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,448,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2748,2929,Graham Black,http://www.tsn.ca/nhl/player-bio/graham-black,0,SKW,1993-01-13,27,180,72,True,False,False,False,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,72,67,85,61,67,58,60,50,63,46,50,60,48,44,44,55,50,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2750,2931,Greger Hanson,http://www.eliteprospects.com/player.php?player=4548,0,SWE,1988-02-17,32,185,70,False,True,False,False,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,68,66,74,62,66,45,45,49,50,47,46,57,44,44,44,51,50,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2751,2932,Guillaume Gelinas,http://www.tsn.ca/nhl/player-bio/guillaume-gelinas,0,QUE,1993-07-01,27,185,70,False,False,False,True,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,76,66,99,62,66,50,52,39,25,42,40,57,38,44,44,1,50,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2752,2933,Guillaume Lepine,http://www.eliteprospects.com/player.php?player=23098,0,QUE,1987-03-07,33,209,76,True,False,False,False,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,,0,2,2,2,2,2,2,2,2,2,2,73,78,62,60,78,70,77,45,56,41,44,59,42,44,44,52,50,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2753,2934,Gus Young,http://www.tsn.ca/nhl/player-bio/gus-young,0,USA,1991-07-10,29,190,74,False,False,False,True,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,70,72,64,64,72,60,64,46,25,46,40,58,38,44,44,50,50,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
